customer_id,full_name,age,gender,region,account_type,account_open_date,tenure_years,credit_score,annual_income,account_balance,num_products,monthly_transactions,complaints_12mo,debt_to_income,digital_engagement,has_active_loan,has_credit_card,churned,annual_income_cleaned,complaints_12mo_missing,credit_score_missing,gender_missing
CUST-001079,Julie Delacruz,61,Male,Mindanao,Savings,1990-01-20,24.7,631.0,16234.00,30895.55,,17.0,2.0,0.314,61.6,1,1.0,0,16234.0,0,0,0
CUST-002668,Brian Miller,25,Male,Cebu,Checking,1990-01-22,9.0,769.0,70611,158537.44,2.0,15.0,0.0,0.179,25.3,0,0.0,0,70611.0,0,0,0
CUST-009441,Patricia Jones,19,Male,Luzon,Premium,1990-01-26,5.3,684.0,48326,49164.21,3.0,15.0,0.0,0.358,53.8,0,1.0,1,48326.0,1,1,0
CUST-000170,Daniel Murphy,32,Male,Davao,Checking,1990-01-27,2.6,781.0,PHP 185k,454522.38,2.0,11.0,2.0,0.194,55.9,0,1.0,0,185000.0,0,0,0
CUST-005286,Charles Chang,47,Male,Visayas,Savings,1990-01-27,2.3,574.0,30682,58591.81,3.0,13.0,2.0,0.258,89.0,0,0.0,0,30682.0,0,0,0
CUST-000460,Ruben Dunn,26,Male,Visayas,Premium,1990-01-28,4.2,662.0,153082,452954.79,4.0,24.0,0.0,0.429,61.5,1,1.0,0,153082.0,0,0,0
CUST-001366,Debra Valentine,39,Female,Metro Manila,Checking,1990-01-30,1.4,684.0,127297,266321.59,1.0,18.0,0.0,0.122,61.6,0,1.0,0,127297.0,0,1,0
CUST-002457,John Alvarado,34,Non-binary,Luzon,Premium,1990-01-30,1.1,754.0,44068,7276.11,6.0,17.0,0.0,0.187,82.4,0,1.0,0,44068.0,0,0,0
CUST-007779,Sandra Gonzalez,39,Male,Metro Manila,Savings,1990-02-01,0.5,803.0,71129,8971.41,1.0,11.0,0.0,0.209,61.6,0,0.0,0,71129.0,0,0,0
CUST-004749,Donald Jackson,30,Male,Metro Manila,Checking,1990-02-03,3.8,800.0,20320,14998.27,3.0,22.0,0.0,0.143,27.2,0,0.0,0,20320.0,0,0,0
CUST-009564,Richard Lee,60,Male,Metro Manila,Savings,1990-02-08,2.2,635.0,30534,20337.05,3.0,23.0,0.0,0.2,82.7,0,1.0,0,30534.0,0,0,0
CUST-006076,Jennifer Cruz,31,Non-binary,Luzon,Savings,1990-02-08,26.5,674.0,18789,50002.96,2.0,20.0,2.0,0.405,61.6,0,1.0,0,18789.0,0,0,0
CUST-001474,Aaron Little,42,Male,Metro Manila,Premium,1990-02-09,6.1,733.0,39418,12135.87,1.0,12.0,0.0,0.246,65.0,0,0.0,0,39418.0,0,0,0
CUST-005473,Mary Henderson,37,Male,Mindanao,Premium,1990-02-10,2.1,706.0,31070,24877.27,1.0,18.0,0.0,0.258,73.0,0,0.0,0,31070.0,0,0,0
CUST-003806,James Tucker,48,Female,Cebu,Premium,1990-02-10,2.4,684.0,45677,109807.32,2.0,15.0,1.0,0.597,81.3,1,1.0,0,45677.0,0,1,0
CUST-001563,Robin Johnson,18,Female,Davao,Premium,1990-02-14,0.5,651.0,96k,200054.04,1.0,13.0,0.0,0.16,94.2,0,1.0,0,96000.0,0,0,0
CUST-008340,James Haley,39,Female,Cebu,Checking,1990-02-14,0.4,850.0,80940,199262.36,1.0,17.0,0.0,0.258,67.6,0,1.0,0,80940.0,0,0,0
CUST-008625,Charles Jensen,55,Female,Cebu,Business,1990-02-14,2.0,664.0,36037,66910.09,3.0,16.0,0.0,0.032,30.0,1,1.0,0,36037.0,0,0,0
CUST-004587,Bryan Newman,55,Male,Metro Manila,Savings,1990-02-14,4.2,758.0,52220,38948.99,1.0,15.0,2.0,0.258,73.5,1,0.0,0,52220.0,0,0,0
CUST-006383,Valerie Robertson,35,Female,Visayas,Premium,1990-02-16,0.8,538.0,36364,102442.87,2.0,21.0,0.0,0.187,66.3,1,1.0,0,36364.0,0,0,0
CUST-002294,Hayley Mitchell,31,Female,Davao,Savings,1990-02-17,7.3,638.0,28749,79321.57,2.0,26.0,0.0,0.326,45.2,1,1.0,0,28749.0,0,0,1
CUST-000241,Andrew Avila,31,Male,Mindanao,Premium,1990-02-17,7.7,645.0,118391,230632.47,1.0,18.0,0.0,0.07,71.7,0,1.0,0,118391.0,0,0,0
CUST-006192,Stephanie Santiago,28,Non-binary,Metro Manila,Checking,1990-02-19,2.8,728.0,31222,30173.78,2.0,26.0,0.0,0.688,54.4,1,0.0,0,31222.0,0,0,0
CUST-000305,Maria Parker,41,Female,Metro Manila,Savings,1990-02-19,8.4,742.0,PHP 112k,136160.22,2.0,18.0,4.0,0.475,51.2,1,0.0,0,112000.0,0,0,0
CUST-009138,Mary Kane,55,Male,Cebu,Business,1990-02-20,0.5,521.0,31019,73054.15,1.0,26.0,0.0,0.295,69.4,1,1.0,0,31019.0,0,0,0
CUST-007716,Shaun Wood,50,Female,Metro Manila,Business,1990-02-20,2.2,684.0,28438,19480.03,2.0,21.0,1.0,0.235,69.9,0,1.0,0,28438.0,0,1,0
CUST-008376,Tammy Graves,39,Male,Metro Manila,Savings,1990-02-22,35.0,551.0,68925,54383.84,2.0,24.0,0.0,0.207,61.6,0,0.0,0,68925.0,0,0,0
CUST-000665,Renee Melendez,32,Male,Luzon,Savings,1990-02-22,3.6,705.0,"$40,064",106172.54,1.0,17.0,0.0,0.4,35.6,0,0.0,0,40064.0,0,0,0
CUST-004959,Connie Ramirez,41,Female,Metro Manila,Savings,1990-02-22,5.2,706.0,25534,71381.64,5.0,16.0,0.0,0.359,52.9,1,1.0,0,25534.0,0,0,1
CUST-008563,Angela Russell,54,Male,Metro Manila,Savings,1990-02-28,2.9,653.0,53241,102921.35,1.0,15.0,1.0,0.166,60.7,0,1.0,0,53241.0,0,0,0
CUST-003748,Anna Lee,44,Male,Luzon,Savings,1990-03-01,2.6,648.0,116409,322518.56,5.0,19.0,0.0,0.151,69.2,0,1.0,0,116409.0,0,0,0
CUST-009221,Matthew Rivas,45,Male,Davao,Savings,1990-03-06,9.9,659.0,64260,25384.59,2.0,22.0,0.0,0.342,74.9,1,0.0,0,64260.0,0,0,0
CUST-001053,Lindsay Smith,48,Female,Cebu,Savings,1990-03-07,3.1,752.0,45838,68155.88,2.0,13.0,0.0,0.352,61.6,1,1.0,0,45838.0,0,0,0
CUST-004042,Brian Hoffman,51,Female,Metro Manila,Savings,1990-03-08,3.3,839.0,53190,13509.08,3.0,15.0,0.0,0.152,42.7,1,0.0,0,53190.0,0,0,0
CUST-001333,Michael Martin,39,Male,Luzon,Checking,1990-03-09,0.4,546.0,72689,113510.71,3.0,18.0,0.0,0.146,83.7,0,1.0,0,72689.0,0,0,0
CUST-005355,Blake Vega,34,Male,Metro Manila,Savings,1990-03-11,6.3,793.0,52134,30938.21,1.0,17.0,0.0,0.341,39.7,0,1.0,0,52134.0,0,0,0
CUST-002212,Tracy Guzman,49,Male,Cebu,Premium,1990-03-11,0.2,599.0,15000,13459.45,2.0,27.0,1.0,0.151,36.7,1,1.0,0,15000.0,0,0,0
CUST-002103,Melissa Mccormick,30,Female,Luzon,Checking,1990-03-11,9.8,685.0,18910,26687.6,2.0,20.0,2.0,0.221,61.6,1,0.0,0,18910.0,0,0,0
CUST-005066,Mr. Joseph Bush,39,Male,Metro Manila,Checking,1990-03-12,3.3,705.0,"$69,025",206687.85,2.0,13.0,0.0,0.194,89.8,1,1.0,0,69025.0,0,0,0
CUST-001931,Kara Roberts,26,Male,Metro Manila,Checking,1990-03-13,2.5,601.0,72651,107567.48,2.0,15.0,0.0,0.162,90.7,0,0.0,0,72651.0,0,0,0
CUST-008646,Tiffany Jackson,18,Female,Cebu,Checking,1990-03-13,4.7,688.0,31915,45368.54,3.0,11.0,0.0,0.106,66.9,0,0.0,0,31915.0,0,0,0
CUST-005547,David Williams,68,Male,Cebu,Checking,1990-03-15,5.8,735.0,30443,19156.67,,18.0,1.0,0.372,43.0,1,0.0,1,30443.0,0,0,0
CUST-006071,Wayne Barnes,49,Female,Metro Manila,Savings,1990-03-16,12.4,681.0,"$72,713",123486.98,2.0,13.0,1.0,0.062,47.9,0,0.0,0,72713.0,0,0,0
CUST-003911,Amy Jenkins,23,Male,Metro Manila,Business,1990-03-16,0.2,731.0,49279,116844.41,2.0,15.0,0.0,0.035,72.7,1,0.0,0,49279.0,0,0,0
CUST-009833,David Hogan,36,Female,Metro Manila,Premium,1990-03-19,2.7,706.0,"$57,443",124299.05,2.0,19.0,0.0,0.052,12.5,0,1.0,0,57443.0,0,0,0
CUST-002681,Michelle Mendoza DVM,50,Female,Luzon,Savings,1990-03-19,1.3,782.0,"$15,000",24093.99,1.0,14.0,1.0,0.158,71.2,1,1.0,0,15000.0,0,0,0
CUST-002197,Carl Leach,47,Female,Luzon,Savings,1990-03-19,6.6,627.0,24547,63758.86,1.0,14.0,0.0,0.144,86.8,0,0.0,0,24547.0,0,0,0
CUST-000043,Sherry Decker,40,Female,Metro Manila,Checking,1990-03-21,0.9,757.0,68575,183535.92,1.0,15.0,1.0,0.462,85.3,1,0.0,0,68575.0,0,0,0
CUST-009375,Richard Noble,31,Female,Cebu,Premium,1990-03-23,6.3,694.0,42303,108109.39,3.0,16.0,0.0,0.467,57.2,0,0.0,0,42303.0,0,0,0
CUST-006511,Stephanie Colon,62,Male,Metro Manila,Premium,1990-03-23,6.3,461.0,27724,63186.66,3.0,7.0,3.0,0.297,77.5,0,0.0,0,27724.0,0,0,0
CUST-003269,Benjamin Miller,45,Female,Luzon,Checking,1990-03-24,2.3,710.0,41550,78618.51,2.0,18.0,0.0,0.178,88.8,1,0.0,0,41550.0,0,0,0
CUST-006166,Cynthia Newman,34,Female,Metro Manila,Checking,1990-03-25,10.6,622.0,17330,47075.14,1.0,23.0,0.0,0.379,56.7,1,0.0,0,17330.0,0,0,0
CUST-002513,Austin Ross,49,Female,Metro Manila,Savings,1990-03-27,0.6,809.0,37766,86457.15,2.0,12.0,1.0,0.258,63.1,0,0.0,0,37766.0,0,0,0
CUST-003600,Rebecca Ellis,39,Male,Metro Manila,Premium,1990-03-27,4.3,598.0,76743,100871.31,1.0,18.0,0.0,0.315,16.1,0,0.0,0,76743.0,0,0,0
CUST-009868,Christopher Harris,43,Female,Luzon,Checking,1990-03-30,6.7,674.0,81999,207217.26,1.0,14.0,1.0,0.291,81.3,0,0.0,0,81999.0,0,0,0
CUST-004909,Kyle Armstrong,45,Male,Metro Manila,Savings,1990-04-01,0.1,634.0,183.9K,178771.68,2.0,19.0,0.0,0.418,38.7,1,1.0,0,183900.0,1,0,0
CUST-000703,Karl Branch,32,Male,Cebu,Checking,1990-04-02,9.6,676.0,67100,19830.39,2.0,21.0,1.0,0.481,47.9,0,1.0,0,67100.0,0,0,0
CUST-006375,Brenda Simpson,39,Male,Cebu,Business,1990-04-02,1.0,770.0,22321,14896.9,4.0,17.0,0.0,0.295,43.6,0,1.0,0,22321.0,0,0,0
CUST-002487,Emily Lopez,36,Male,Luzon,Checking,1990-04-06,3.5,575.0,178.2K,70572.9,2.0,13.0,0.0,0.172,67.4,0,1.0,0,178200.0,0,0,0
CUST-003786,Daniel Shaw,34,Female,Metro Manila,Savings,1990-04-06,7.7,605.0,90850,71582.85,2.0,15.0,0.0,0.472,72.8,0,1.0,0,90850.0,0,0,0
CUST-009820,Howard Golden,56,Male,Metro Manila,Checking,1990-04-07,6.2,734.0,73217,99291.62,5.0,7.0,0.0,0.215,65.0,0,1.0,0,73217.0,0,0,0
CUST-003369,Jessica Adams,47,Female,Cebu,Savings,1990-04-08,2.4,786.0,52221,42442.61,3.0,20.0,0.0,0.481,47.3,0,1.0,0,52221.0,0,0,0
CUST-009004,Julia Green,18,Male,Davao,Checking,1990-04-08,4.6,479.0,70637,49743.77,1.0,18.0,1.0,0.352,34.3,1,1.0,0,70637.0,0,0,0
CUST-008362,Matthew Bates,45,Female,Metro Manila,Business,1990-04-09,5.9,584.0,"$53,883",49908.41,2.0,20.0,1.0,0.27,62.7,0,1.0,0,53883.0,0,0,1
CUST-009745,Sara Scott,49,Prefer not to say,Visayas,Savings,1990-04-11,11.0,691.0,137329,356676.39,1.0,16.0,0.0,0.258,61.6,0,0.0,0,137329.0,1,0,0
CUST-007226,Sharon Barajas,27,Male,Metro Manila,Checking,1990-04-12,0.5,625.0,74073,172080.59,4.0,19.0,0.0,0.461,61.6,0,1.0,0,74073.0,0,0,0
CUST-005710,Melanie Baker,66,Male,Luzon,Checking,1990-04-12,4.4,733.0,"$76,990",55292.25,4.0,16.0,1.0,0.144,78.3,1,0.0,0,76990.0,0,0,0
CUST-009194,Deborah Colon,46,Male,Luzon,Premium,1990-04-12,4.7,711.0,16.4K,47421.9,6.0,19.0,1.0,0.155,79.8,0,1.0,0,16400.0,0,0,0
CUST-000770,Todd Thomas,65,Female,Metro Manila,Savings,1990-04-12,7.5,579.0,42302,28795.38,4.0,18.0,0.0,0.241,48.4,0,1.0,0,42302.0,0,0,0
CUST-000135,Rebecca Jackson,30,Female,Luzon,Savings,1990-04-15,6.0,684.0,41258,82957.67,4.0,15.0,0.0,0.253,48.9,1,1.0,0,41258.0,0,1,0
CUST-008322,Cody Love,24,Female,Metro Manila,Savings,1990-04-15,3.4,692.0,23489,11723.68,1.0,13.0,0.0,0.364,61.6,0,1.0,0,23489.0,0,0,1
CUST-005423,Crystal Abbott,54,Male,Cebu,Checking,1990-04-16,17.7,764.0,41581,29615.97,2.0,24.0,2.0,0.258,54.8,1,0.0,0,41581.0,0,0,0
CUST-002612,Stephanie Stone,27,Female,Visayas,Business,1990-04-16,16.6,665.0,64790,108845.7,1.0,17.0,1.0,0.133,14.4,0,1.0,0,64790.0,0,0,0
CUST-004908,David Aguirre,27,Female,Cebu,Checking,1990-04-19,7.7,557.0,60174,130106.17,1.0,13.0,1.0,0.191,27.6,0,1.0,0,60174.0,0,0,0
CUST-005115,Brandon Bennett,40,Female,Metro Manila,Premium,1990-04-20,2.8,639.0,66827,68970.08,1.0,19.0,0.0,0.371,76.7,1,0.0,0,66827.0,1,0,1
CUST-004962,Charles Powell,28,Female,Davao,Checking,1990-04-20,10.4,703.0,32965,41285.31,2.0,16.0,0.0,0.535,79.4,0,0.0,0,32965.0,0,0,0
CUST-001206,Jose Bennett,42,Male,Visayas,Savings,1990-04-20,10.7,695.0,36128,50542.26,1.0,14.0,0.0,0.219,77.0,0,0.0,0,36128.0,0,0,0
CUST-005190,Brian Mitchell,64,Non-binary,Metro Manila,Checking,1990-04-21,6.0,453.0,29811,69143.39,2.0,17.0,0.0,0.25,67.3,0,1.0,0,29811.0,0,0,0
CUST-001115,Dennis Mills,43,Male,Luzon,Savings,1990-04-25,2.2,616.0,15013,24203.44,,11.0,0.0,0.101,65.1,1,0.0,0,15013.0,0,0,0
CUST-005600,James Bradley,47,Male,Metro Manila,Premium,1990-04-25,3.6,551.0,85114,67536.65,5.0,23.0,2.0,0.108,82.5,0,1.0,0,85114.0,0,0,0
CUST-002621,Kelly Pena,51,Female,Visayas,Checking,1990-04-26,6.3,628.0,60.6K,55476.02,3.0,23.0,0.0,0.168,61.6,1,0.0,0,60600.0,0,0,0
CUST-008099,Debra Caldwell,47,Female,Cebu,Checking,1990-04-27,13.4,628.0,41893,32420.84,4.0,27.0,0.0,0.243,80.8,0,0.0,0,41893.0,0,0,0
CUST-001047,Nicole Barker,50,Male,Metro Manila,Savings,1990-04-28,1.0,583.0,61.5K,181016.42,3.0,15.0,0.0,0.577,42.9,0,1.0,0,61500.0,0,0,0
CUST-003005,Jimmy Hernandez,49,Female,Cebu,Savings,1990-05-02,1.1,643.0,54730,17623.1,5.0,24.0,2.0,0.317,90.1,1,0.0,0,54730.0,0,0,0
CUST-003295,Steven Haas,26,Male,Davao,Savings,1990-05-03,4.3,704.0,37848,31611.76,2.0,12.0,3.0,0.241,53.9,1,0.0,0,37848.0,0,0,0
CUST-003417,Sean Kaiser,52,Male,Luzon,Savings,1990-05-04,7.1,634.0,84822,197006.56,2.0,20.0,0.0,0.127,70.5,1,0.0,0,84822.0,0,0,0
CUST-008116,James Aguilar,39,Female,Metro Manila,Checking,1990-05-05,7.0,575.0,55332,147760.07,3.0,14.0,0.0,0.12,88.6,0,1.0,0,55332.0,0,0,1
CUST-DUP-64732,"Montes, Lisa",43,Male,Davao,Checking,1990-05-05,1.7,719.0,150865,59220.55,4.0,10.0,1.0,0.217,54.8,1,1.0,0,150865.0,0,0,0
CUST-000087,Shirley Suarez,53,Male,Luzon,Checking,1990-05-06,5.3,587.0,72612,133508.67,1.0,22.0,0.0,0.186,71.5,1,0.0,0,72612.0,0,0,0
CUST-000594,Randy Smith,46,Female,Metro Manila,Premium,1990-05-06,2.0,689.0,22103,65179.93,4.0,22.0,0.0,0.184,64.9,0,1.0,0,22103.0,0,0,1
CUST-006840,Robert James,38,Male,Visayas,Checking,1990-05-09,11.0,684.0,50121,43103.32,1.0,18.0,1.0,0.516,42.9,0,0.0,0,50121.0,0,1,0
CUST-006791,Pamela Hicks,40,Male,Luzon,Checking,1990-05-09,1.4,837.0,42.3K,10354.79,1.0,17.0,0.0,0.076,94.3,0,0.0,0,42300.0,0,0,0
CUST-002606,Robert Mccoy,39,Female,Metro Manila,Savings,1990-05-10,7.0,716.0,42830,24898.77,2.0,16.0,0.0,0.2,31.8,0,1.0,0,42830.0,0,0,0
CUST-002899,Angela Smith,38,Female,Cebu,Savings,1990-05-12,3.6,665.0,26689,27342.18,,24.0,0.0,0.529,62.6,0,1.0,0,26689.0,0,0,0
CUST-002241,Paul Estrada,43,Male,Luzon,Premium,1990-05-13,0.2,750.0,48367,97683.53,2.0,18.0,0.0,0.216,61.7,0,1.0,0,48367.0,0,0,0
CUST-007509,Eric Howell,31,Male,Davao,Business,1990-05-14,10.2,690.0,89.3K,40663.37,1.0,17.0,0.0,0.336,61.6,0,1.0,0,89300.0,0,0,0
CUST-DUP-25650,Laura Jones,35,Female,Luzon,Savings,1990-05-14,2.1,626.0,41473,78773.28,2.0,23.0,1.0,0.247,73.7,1,1.0,0,41473.0,0,0,0
CUST-000356,Jesse Perez,28,Male,Visayas,Premium,1990-05-14,5.6,728.0,47280,10899.89,3.0,14.0,1.0,0.04,32.9,0,1.0,0,47280.0,0,0,0
CUST-004155,Bobby Arnold,54,Prefer not to say,Cebu,Checking,1990-05-15,1.1,684.0,15000,44000.82,1.0,20.0,0.0,0.358,82.7,0,0.0,0,15000.0,0,1,0
CUST-004144,Chad Evans,46,Male,Visayas,Premium,1990-05-18,5.8,585.0,59349,139829.27,3.0,18.0,0.0,0.272,53.0,1,1.0,0,59349.0,0,0,0
CUST-006869,Jasmine Martin,35,Female,Davao,Premium,1990-05-18,3.3,778.0,65453,94359.75,5.0,15.0,4.0,0.301,78.5,1,1.0,0,65453.0,0,0,0
CUST-003309,Debra Wolfe,64,Male,Metro Manila,Business,1990-05-20,3.1,768.0,40851,102710.81,3.0,17.0,0.0,0.303,43.5,1,1.0,0,40851.0,0,0,0
CUST-006590,Krista Davis,45,Female,Visayas,Savings,1990-05-20,0.2,693.0,26600,50164.4,2.0,35.0,1.0,0.225,57.1,0,1.0,0,26600.0,0,0,0
CUST-004642,Lisa Montes,43,Male,Davao,Checking,1990-05-21,1.7,719.0,150865,61076.09,4.0,10.0,1.0,0.217,54.8,1,1.0,0,150865.0,0,0,0
CUST-002177,Abigail Booker,21,Male,Visayas,Savings,1990-05-23,8.0,759.0,82952,124516.29,1.0,25.0,2.0,0.229,46.9,1,1.0,0,82952.0,0,0,0
CUST-000957,Eric Henry Jr.,46,Male,Cebu,Savings,1990-05-24,3.0,633.0,36557,66858.01,2.0,19.0,0.0,0.16,44.7,1,1.0,0,36557.0,0,0,0
CUST-008407,Jennifer Graves,68,Male,Cebu,Checking,1990-05-24,1.4,729.0,75973,48198.07,3.0,25.0,0.0,0.344,24.6,0,0.0,0,75973.0,0,0,0
CUST-006607,Bethany Haynes,31,Male,Luzon,Savings,1990-05-24,2.5,684.0,40330,16967.22,4.0,20.0,0.0,0.331,53.4,0,0.0,0,40330.0,1,1,0
CUST-002576,Joshua Knox,27,Male,Davao,Premium,1990-05-24,15.5,684.0,42906,117792.65,1.0,20.0,0.0,0.156,53.1,1,1.0,0,42906.0,0,1,0
CUST-000027,Justin Baker,27,Male,Luzon,Business,1990-05-25,6.4,627.0,18021,16594.98,2.0,19.0,0.0,0.127,81.0,0,1.0,0,18021.0,0,0,0
CUST-007803,Victoria Burgess,31,Male,Visayas,Savings,1990-05-27,2.4,602.0,53503,147099.93,2.0,15.0,0.0,0.115,63.5,1,1.0,0,53503.0,0,0,0
CUST-005924,Diana Myers,43,Female,Cebu,Checking,1990-05-28,1.3,717.0,42977,72707.25,3.0,12.0,1.0,0.371,29.2,0,0.0,0,42977.0,0,0,0
CUST-009115,Christina Fletcher,42,Female,Cebu,Checking,1990-05-29,28.4,650.0,124861,229598.54,3.0,21.0,0.0,0.33,66.5,1,1.0,0,124861.0,0,0,1
CUST-003162,Carol Thomas,47,Female,Davao,Premium,1990-05-30,0.4,703.0,31864,29256.13,2.0,18.0,1.0,0.806,76.3,1,0.0,0,31864.0,0,0,0
CUST-008048,Christine Farrell,32,Male,Davao,Premium,1990-05-31,6.8,630.0,46671,19921.39,2.0,14.0,0.0,0.258,89.2,0,0.0,0,46671.0,0,0,0
CUST-000883,Laura Jones,35,Female,Luzon,Savings,1990-06-02,2.1,626.0,41473,75729.4,2.0,23.0,1.0,0.247,73.7,1,1.0,0,41473.0,0,0,0
CUST-005834,Travis Powell,52,Male,Cebu,Checking,1990-06-04,2.3,632.0,"$41,548",89473.16,5.0,12.0,0.0,0.224,67.5,1,1.0,0,41548.0,0,0,0
CUST-004440,Joshua Adams,48,Female,Luzon,Savings,1990-06-04,12.2,688.0,36896,30953.15,2.0,20.0,0.0,0.205,74.7,1,1.0,0,36896.0,0,0,0
CUST-007208,Tina Jennings,61,Male,Metro Manila,Checking,1990-06-05,0.9,649.0,PHP 35k,15821.62,1.0,25.0,0.0,0.337,80.1,0,1.0,0,35000.0,0,0,0
CUST-002848,Joy Zimmerman,31,Male,Metro Manila,Savings,1990-06-05,0.5,597.0,67598,182435.29,2.0,15.0,0.0,0.258,48.2,1,1.0,0,67598.0,0,0,0
CUST-000271,Jasmin Alvarado,60,Female,Luzon,Savings,1990-06-06,0.9,740.0,77760,13834.53,1.0,19.0,0.0,0.271,59.3,0,1.0,0,77760.0,0,0,0
CUST-001310,Jennifer Hernandez,48,Female,Mindanao,Savings,1990-06-06,2.0,559.0,39726,12834.38,3.0,15.0,1.0,0.213,68.1,0,0.0,0,39726.0,0,0,0
CUST-006816,Ashley Santos,44,Male,Davao,Business,1990-06-06,28.4,765.0,104398,197117.89,3.0,25.0,1.0,0.094,56.1,0,0.0,0,104398.0,0,0,0
CUST-001294,Mitchell Wilson,52,Female,Davao,Premium,1990-06-06,4.3,684.0,16373,25880.06,1.0,15.0,1.0,0.215,59.9,0,0.0,0,16373.0,0,1,0
CUST-002837,Stephanie West,66,Female,Davao,Savings,1990-06-07,5.4,667.0,40421,117028.08,1.0,27.0,2.0,0.508,61.6,0,0.0,0,40421.0,0,0,0
CUST-009795,Adam Smith,34,Female,Visayas,Premium,1990-06-11,8.4,684.0,33586,12257.4,4.0,16.0,0.0,0.196,74.1,0,1.0,0,33586.0,0,1,0
CUST-000026,Judy Baker,43,Female,Metro Manila,Savings,1990-06-12,8.4,644.0,102727,278842.18,2.0,18.0,0.0,0.44,61.6,0,1.0,0,102727.0,0,0,0
CUST-007812,Rachel Martin,39,Female,Visayas,Checking,1990-06-12,2.1,718.0,54k,70008.65,2.0,17.0,0.0,0.22,89.1,1,1.0,0,54000.0,0,0,0
CUST-003200,Lori Gardner,47,Female,Metro Manila,Premium,1990-06-13,13.0,758.0,50397,144177.94,3.0,19.0,0.0,0.271,33.8,0,1.0,0,50397.0,0,0,0
CUST-008231,Stephen Shaw,42,Female,Metro Manila,Checking,1990-06-14,1.3,648.0,21072,32152.39,6.0,19.0,0.0,0.262,70.9,0,0.0,0,21072.0,0,0,0
CUST-003104,Paul Ross,55,Male,Metro Manila,Savings,1990-06-14,0.5,626.0,96908,187344.31,3.0,21.0,0.0,0.349,61.6,1,0.0,0,96908.0,0,0,0
CUST-000549,Jessica Khan,46,Female,Davao,Checking,1990-06-16,1.9,689.0,30983,18384.43,,22.0,0.0,0.258,53.3,0,1.0,0,30983.0,0,0,0
CUST-008528,Daniel Price,44,Male,Metro Manila,Checking,1990-06-17,1.1,700.0,72237,45004.42,1.0,20.0,0.0,0.105,92.2,1,1.0,0,72237.0,0,0,0
CUST-008480,Joshua Moody,24,Female,Davao,Savings,1990-06-17,7.4,753.0,41284,51379.52,3.0,19.0,0.0,0.116,90.4,0,1.0,0,41284.0,0,0,0
CUST-007936,Amy Higgins,53,Female,Metro Manila,Checking,1990-06-17,5.8,668.0,22195,45372.64,1.0,10.0,1.0,0.318,54.4,0,1.0,0,22195.0,0,0,0
CUST-004491,Chad Williams,47,Female,Metro Manila,Savings,1990-06-17,6.0,619.0,147061,301885.64,,8.0,0.0,0.39,61.6,1,1.0,0,147061.0,0,0,0
